EL (deg);8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;8.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-8.69;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36;-17.36
AZ (deg);75;65;55;45;35;25;15;5;-5;-15;-25;-35;-45;-55;-65;-75;-80;-70;-60;-50;-40;-30;-20;-10;0;10;20;30;40;50;60;70;80;75;65;55;45;35;25;15;5;-5;-15;-25;-35;-45;-55;-65;-75;-80;-70;-60;-50;-40;-30;-20;-10;0;10;20;30;40;50;60;70;80
f (GHz);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB);trans (dB)
55.7;-110.98;-100.74;-100.87;-99.34;-103.18;-93.08;-87.27;-81.57;-78.61;-85.32;-95.09;-100.71;-100.33;-109.38;-101.54;-106.44;-106.66;-101.98;-97.69;-99.1;-98.41;-88.22;-83.8;-78.47;-74.84;-81.49;-89.41;-90.45;-93.95;-108.67;-97.7;-104.34;-109.11;-111.64;-97.01;-95.79;-95.84;-102.01;-91.74;-87.43;-83.23;-81.1;-86.22;-96.48;-100.16;-94.28;-101.34;-96.57;-107.14;-111.85;-99.6;-96.76;-103.34;-105.89;-100.34;-96.71;-94.5;-90.06;-97.33;-101.8;-101.32;-101.21;-108.54;-95;-99.86;-106.65
55.8;-109.72;-102.56;-103.93;-97.97;-100.74;-91.62;-84.03;-81.37;-76.86;-84.02;-97.41;-100.79;-96.24;-105.88;-102.36;-107.53;-115.24;-99.6;-95.79;-97.35;-95.61;-86.45;-81.74;-78.34;-71.65;-80.37;-88.03;-88.44;-90.7;-103.2;-93.18;-103.21;-112.21;-103.14;-94.33;-93.11;-95.62;-101.18;-90.46;-86.64;-83.19;-78.02;-82.28;-91.85;-96.63;-92.92;-100.06;-92.99;-104.18;-105.83;-96.08;-94.93;-100.4;-102.28;-98.69;-94.77;-92.51;-87.97;-95.72;-101.29;-99.38;-99.76;-108.58;-94.38;-95.74;-107.35
55.9;-111.83;-99.82;-99.41;-98.52;-101.75;-91.91;-84.46;-80.09;-75.43;-85.56;-92.45;-97.26;-95.42;-107.01;-98.23;-100.03;-112.11;-100.54;-95.2;-98.29;-95.26;-84.9;-82.23;-77.55;-72.53;-80.05;-89.67;-89.43;-90.95;-108.03;-93.52;-100.14;-106.24;-105.5;-94.22;-93.04;-96.21;-99.63;-91.93;-85.88;-81.78;-78.53;-84.12;-92.63;-96.47;-93.07;-98.25;-91.97;-103.23;-106.86;-95.18;-93.17;-100.66;-103.44;-99.25;-95.32;-92.52;-88.66;-94.83;-103.21;-99.42;-99.07;-109.21;-92.97;-96.28;-106.68
56;-114.98;-100.81;-100.02;-102.21;-105.72;-92.86;-86.35;-80.47;-78.68;-84.88;-92.84;-107.31;-95.9;-104.38;-101.55;-108.92;-112.41;-101.51;-97.22;-98.01;-94.87;-87.25;-83.55;-78.44;-72.64;-79.23;-89.95;-90.06;-91.44;-106.04;-99.11;-108.24;-117.52;-105.22;-95.09;-94.37;-97.43;-101.01;-90.59;-87.07;-84.29;-78.95;-83.44;-91.18;-96.01;-91.85;-101.55;-91.85;-104.2;-108.82;-98.22;-94.58;-101.73;-100.5;-97.2;-94.43;-92.91;-87.52;-95.97;-104.7;-100.56;-98.88;-111.22;-96.42;-98.66;-111.06
56.1;-109.83;-105.08;-102.33;-103.68;-105.18;-93.87;-86.44;-82.16;-78.79;-84.17;-93.67;-97.81;-97.91;-107.24;-101.38;-117.96;-112.89;-101.24;-98.19;-99.99;-93.27;-86.54;-82.47;-77.91;-74.78;-80.91;-89.36;-92.11;-93.42;-101.25;-95;-106.02;-119.72;-106.18;-96.97;-95.37;-96.03;-99.78;-93.71;-86.36;-82.82;-78.77;-85.06;-94.2;-97.9;-94.44;-98.71;-95.47;-108.47;-113.02;-98.48;-95.17;-102.9;-101.07;-99.91;-96.73;-93.05;-89.24;-96.73;-103.59;-100.6;-99.03;-111.26;-95.66;-98.19;-113.12
56.2;-116.84;-106.18;-111.4;-104.14;-107.3;-95.73;-88.78;-85.45;-82.18;-87.43;-99.15;-106.39;-100.21;-110.65;-101.77;-111.12;-114.98;-104.99;-98.95;-101.13;-97.1;-89.65;-85.58;-81.18;-76.65;-83.94;-93.38;-93.83;-95.73;-106.05;-100.71;-112.61;-121.59;-112.95;-99.32;-100.35;-101.87;-102.44;-94.4;-90.56;-85.37;-82.68;-87.5;-96.32;-100.37;-98.59;-103.04;-96.62;-113.29;-115.65;-99.52;-98.44;-104.96;-106.04;-102.36;-99.3;-96.69;-91.23;-98.06;-106.86;-104.85;-102.31;-116.61;-97.77;-101.52;-121.57
56.3;-116.54;-112.16;-108.18;-109.58;-105.93;-99.7;-93.71;-88.91;-82.44;-93.49;-98.65;-103.75;-108.53;-109.13;-104.47;-110.33;-116.91;-112.98;-102.2;-106.14;-100.92;-92.02;-87.64;-82.6;-77.96;-86.77;-93.46;-96.85;-99.49;-105.87;-101.37;-111.53;-122.96;-114.6;-101.75;-101.1;-101.62;-105.15;-98.25;-91.89;-89.22;-84.54;-89.82;-99.26;-102.68;-99.67;-104.99;-99.55;-114.81;-118.37;-103.43;-100.27;-109.7;-108.76;-103.74;-101.02;-98.33;-94.22;-100.87;-108.24;-106.43;-105.04;-122.03;-100.73;-106.34;-122.84
56.4;-121.81;-114.76;-113.47;-109.55;-112.25;-100.28;-95.1;-89.61;-86.55;-93.62;-101.44;-109.05;-104.42;-114.42;-114.8;-128.25;-119.83;-110.81;-105.19;-108.96;-101.1;-96.18;-91.96;-88.19;-83.14;-88.23;-97.81;-98.37;-100.67;-116.68;-106.15;-119.85;-125.68;-118.65;-105.12;-106.94;-108.36;-108.43;-101.01;-95.72;-92.61;-88.77;-95.25;-100.98;-103.99;-102.16;-107.4;-104.59;-116.37;-122.39;-107.68;-103.02;-113.86;-110.79;-106;-104.71;-101.42;-96.21;-104.26;-112.66;-112.7;-107.45;-126.38;-103.63;-109.76;-130.16
56.5;-125.46;-119.78;-114.31;-110.31;-114.17;-104.29;-96.51;-92.69;-87.62;-93.74;-105.34;-107.97;-107.37;-117.01;-110.71;-116.88;-130.55;-111.6;-109.23;-108.28;-104.02;-96.92;-92.65;-89.95;-81.84;-91.78;-100.33;-100.79;-105.89;-114.7;-106.74;-118.67;-129.47;-120.4;-108.15;-104.31;-106.46;-110.29;-104.63;-97.14;-93.28;-88.98;-97.44;-105.18;-105.76;-103.99;-109.01;-103.64;-115.45;-128.63;-109.1;-105.99;-113.09;-111.28;-108.28;-107.56;-104.5;-98.39;-106.06;-112.58;-112.95;-110.96;-119.97;-105.7;-114.48;-125.83
56.6;-124.22;-119.77;-116.53;-112.85;-115.2;-104.27;-98.88;-93.81;-91.28;-95.16;-105.52;-109.38;-112.08;-118.23;-112.03;-123.86;-135.87;-114.68;-108.54;-113.75;-105.5;-99.29;-97.02;-90.74;-85.52;-92.99;-100.99;-104.44;-103.58;-111.43;-109.13;-122.24;-126.84;-123.69;-109.23;-107.07;-111.14;-111.54;-103.93;-98.67;-95.23;-91.34;-97.71;-106.68;-106.75;-107.53;-112.77;-107.03;-120.4;-132.53;-110.94;-110.18;-115.13;-113.01;-111.27;-109.96;-104.99;-101.66;-106.35;-114.77;-113.07;-110.85;-120.12;-107.07;-118.42;-125.1
56.7;-123.63;-127.38;-112.34;-111.45;-112.97;-104.71;-98.85;-98.18;-87.89;-101.03;-105.88;-112.15;-110.52;-121.3;-115.56;-118.97;-133.76;-118.31;-109.41;-112.21;-106.19;-100.04;-95.18;-89;-84.48;-92.63;-102.66;-104.66;-105.24;-111.93;-107.42;-119.33;-125.67;-124.41;-109.47;-105.47;-109.34;-111.29;-104.89;-100.4;-94.6;-90.5;-99.04;-109.11;-105.95;-105.01;-110.82;-109.37;-120.85;-127.45;-110.84;-109.74;-118.37;-112.86;-111.32;-109.81;-107.19;-99.81;-110.34;-116.44;-112.5;-112.54;-120;-108.07;-120.03;-121.48
56.8;-132.81;-122.19;-111.08;-111.03;-108.97;-100.75;-94.31;-89.26;-86.5;-92.69;-102.15;-107.73;-108.24;-119.48;-114.82;-117.57;-128.8;-112.69;-105.91;-108.98;-100.77;-96.59;-92.73;-88.64;-81.53;-89.27;-97.28;-98.73;-102.4;-110.92;-107.64;-124.07;-121.63;-124.21;-110.64;-102.98;-105.96;-107.63;-100.43;-95.7;-90.68;-87.86;-96.26;-104.98;-104.75;-102.76;-107.64;-107.7;-125.14;-133.64;-109.37;-106.2;-113.83;-110.42;-105.32;-106.35;-102.73;-97.18;-104.09;-111.09;-110.35;-109.44;-116.71;-107.18;-121.55;-119.36
56.9;-121.64;-115;-107.05;-108.8;-106.59;-99.97;-96.94;-91.17;-88.02;-96.26;-105.92;-106.13;-104.86;-123.25;-111.46;-118.89;-126.44;-110.45;-105.19;-106.54;-102.13;-95.43;-91.37;-85.69;-79.02;-90.62;-99.11;-100.27;-99.31;-106.81;-109.13;-125.2;-116.68;-119.55;-110.72;-100.97;-105.8;-107.49;-99.75;-95.88;-90.68;-85.98;-95.69;-104.53;-101.26;-100.8;-106.76;-103.03;-114.94;-129.13;-108.21;-103.9;-112.61;-108.88;-105.97;-106.23;-103.52;-98.07;-104.74;-111.79;-110.21;-107.95;-111.46;-105.82;-120.82;-115.01
57;-120.23;-109.78;-109.72;-106;-104.35;-95.79;-89.22;-84.75;-81.5;-89.73;-100.5;-107.93;-103.88;-109.08;-106.74;-114.74;-123.54;-114.67;-104.94;-105.57;-99.07;-93.95;-89.83;-83.99;-76.41;-84.48;-93.86;-94.48;-95.03;-103.51;-103.41;-120.13;-114.94;-122.71;-107.95;-99.03;-101.42;-104.06;-95.51;-91.16;-91.18;-86.42;-91.89;-104.25;-102.03;-98.88;-104.1;-102.76;-114.53;-128.53;-107.07;-102.21;-108.63;-110.42;-106.45;-107.8;-101.57;-93.93;-100.74;-109.04;-105.32;-103.9;-113.44;-104.19;-127.2;-110.49
57.1;-128.89;-109.02;-105.75;-104.65;-105.51;-96.15;-91.7;-85.01;-82.95;-90.2;-98.66;-102.73;-100.56;-118.35;-106.3;-122.79;-115.86;-114.65;-102.68;-105.02;-98.9;-92.95;-90.01;-82.72;-75.58;-84.78;-94.47;-93.57;-95.01;-104.3;-104.65;-116.34;-116.84;-121.85;-108.15;-98.59;-102.6;-104.21;-96.38;-92.58;-87.02;-82.58;-93.25;-102.95;-100.7;-97.24;-102.77;-104.1;-124.38;-117.45;-107.66;-103.78;-108.29;-108.94;-102.61;-104.46;-101.68;-93.84;-101.28;-110.15;-105.9;-104.03;-108.86;-103.82;-118.81;-110.66
57.2;-117.64;-106.93;-101.87;-104.63;-102.6;-92;-86.42;-82.35;-76.52;-85.73;-99.63;-98.82;-101.41;-105.23;-105.22;-109.62;-111.53;-106.35;-98.53;-98.35;-94.75;-88.5;-83.81;-79.86;-72.42;-80.98;-88.33;-91.07;-92.4;-101.22;-99.89;-113.97;-110.15;-113.52;-104.4;-96.4;-96.2;-96.69;-92.9;-87.11;-82.89;-81.16;-87.68;-98.69;-98.61;-92.45;-98.09;-99.33;-112.1;-113.55;-102.05;-98.21;-101.88;-103.52;-100.67;-100.58;-99.5;-90.18;-97.13;-104.78;-103.02;-99.54;-94.02;-99.17;-121.51;-104.18
57.3;-115.31;-105.66;-100.79;-102.85;-103.61;-92.38;-86.17;-82.93;-78.89;-86.71;-97.9;-101.97;-98.51;-109.02;-106.89;-112.48;-119.36;-109.94;-98.98;-100.7;-95.32;-88.46;-86.31;-81.66;-73.66;-82.4;-90.84;-91.25;-90.35;-101.71;-99.43;-107.44;-111.81;-110.87;-104.44;-94.46;-98.02;-100.64;-91.82;-89.18;-84.4;-80.71;-87.37;-96.52;-100.87;-93.85;-99.65;-98.55;-120.86;-133.08;-103.54;-98.46;-107.59;-105.21;-99.37;-104.14;-96.4;-89.77;-97.99;-105.78;-103.51;-101.16;-106.36;-98.05;-112.98;-104.44
57.4;-123.18;-106.25;-102.14;-103.32;-102.21;-92.78;-88.14;-85.6;-78.92;-88.5;-98.13;-101.83;-103.12;-108.31;-108.99;-119.19;-119.29;-108.78;-101.63;-103.7;-94.82;-91.69;-85.24;-79.58;-73.29;-81.17;-91.68;-91.19;-93.75;-99.88;-99.74;-108.11;-108.29;-111.93;-107.17;-96.05;-96.97;-100.33;-92.21;-88.53;-84.37;-81.12;-86.7;-97.59;-101.25;-94.52;-100.46;-100.92;-119.7;-131.04;-104.2;-99.23;-108.21;-106.36;-100.75;-102.73;-98.71;-91.81;-99.32;-108.39;-104.77;-101.55;-106.43;-98.79;-116.5;-103.85
57.5;-117.23;-108.45;-103.56;-103.45;-104.65;-93.41;-87.02;-83.34;-79.7;-86.72;-98.2;-100.4;-100.35;-110.42;-104.46;-118.33;-116.04;-116.7;-101.19;-103.56;-95.63;-88.68;-85.58;-82.4;-74.72;-81.64;-91.9;-92.82;-94;-101.51;-101.78;-115.1;-107.47;-106.41;-106.58;-98.94;-99.53;-100.8;-94.6;-89.48;-86.39;-82.2;-88.6;-97.25;-100.33;-95.99;-100.29;-101.22;-127.41;-119.08;-108.16;-99.45;-108.58;-108.42;-102.67;-100.66;-99.13;-92.62;-99.84;-105.32;-105.07;-102.05;-106.71;-99.18;-119.24;-102.71
57.6;-113.16;-109.11;-109.24;-100.33;-105.8;-93.6;-89.38;-87.9;-80.39;-87.19;-99.04;-104.34;-99.99;-105.91;-103.21;-110.97;-117;-108.6;-99.24;-100.38;-96.07;-90.48;-86.3;-81.7;-75.46;-83.29;-92.39;-92.86;-95.07;-99.16;-97.54;-109.49;-110.66;-103.76;-108.42;-101.44;-99.26;-101.16;-94.37;-89.05;-85.35;-81.49;-86.76;-97.68;-98.86;-95.55;-100;-102.1;-123.85;-115.8;-109.46;-100.13;-108.05;-109.18;-102.82;-100.15;-99.04;-90.52;-99.21;-106.53;-105.34;-102.3;-112.25;-97.03;-115.84;-103.74
57.7;-113.56;-111.68;-107.05;-105.27;-102.99;-94.94;-89.48;-86.13;-82.34;-89.42;-98.6;-107.82;-103.96;-107.58;-109.92;-114.73;-119.27;-116.28;-104.45;-108.25;-100.07;-91.74;-89.01;-82.64;-78.58;-85.81;-97.26;-96.33;-93.82;-104.81;-101.67;-113.35;-112.62;-104.52;-111.91;-99.03;-101.64;-102.76;-96.24;-93.1;-88.24;-85.32;-89.39;-99.83;-102.59;-99.67;-103.86;-105.97;-124.69;-128.96;-110.31;-101.42;-114.23;-110.81;-107.16;-103.7;-99.78;-93.58;-103.37;-113.59;-107.97;-105.85;-113.22;-101.69;-128.61;-106.2
57.8;-113.34;-115.92;-109.78;-107.92;-108.16;-99.65;-95.71;-90.16;-85.52;-92.46;-100.86;-109.61;-111.09;-114.34;-112.37;-122.78;-134.51;-127.26;-108.77;-109.28;-100.98;-96.6;-91.96;-87.3;-80.37;-87.51;-101.31;-99.84;-99.59;-107.31;-106.42;-125.06;-112.66;-108.78;-113.47;-103.66;-104.73;-105.3;-99.18;-95.75;-91.56;-87.57;-92.21;-101.36;-110.63;-102.68;-108.11;-109.99;-141.41;-124.18;-119.95;-106.83;-116.51;-113.74;-111.45;-106.23;-103.37;-98.86;-105.78;-112.82;-110.83;-110.44;-113.16;-105.24;-118.35;-109.7
57.9;-113.82;-119.71;-112.12;-113.1;-109.74;-100.42;-94.17;-90.24;-87.54;-92.7;-103.46;-106.95;-110.79;-113.65;-112.78;-120.65;-122.34;-140.34;-108.44;-110.11;-100.75;-96.19;-91.43;-87.22;-81.54;-87.61;-99.88;-101.39;-99.59;-110.08;-108.67;-126.96;-115.66;-108.3;-114.86;-106.16;-108.26;-106.54;-101.49;-95.93;-92.23;-88.1;-93.88;-103.22;-105.41;-102.66;-107.19;-110.78;-121.88;-121.9;-116.99;-106.89;-116.85;-111.15;-112.01;-106.82;-104.08;-98.99;-105.91;-114.35;-112.6;-109.45;-113.3;-106.13;-117.5;-111.35
58;-116.02;-117.22;-110.93;-113.79;-108.96;-102.48;-96.91;-90.53;-87.96;-94.35;-103.47;-108.92;-107.37;-112.34;-113.15;-130.96;-126.43;-146.19;-109.6;-110.46;-101.6;-94.84;-92.28;-87.46;-81.99;-89.42;-99.41;-101.61;-101.02;-108.54;-108.57;-127.15;-116.93;-108.13;-114.53;-106.2;-108.04;-109.32;-101.21;-95.98;-92.41;-88.1;-92.96;-101.45;-109.38;-103.02;-107.15;-110.31;-127.94;-120.07;-125.87;-107.96;-116.55;-113.19;-112.15;-106.96;-103.53;-98.27;-107.22;-114.74;-113.4;-110.64;-114.98;-109.25;-121.45;-116.16
58.1;-113.21;-118.46;-112.95;-115.96;-113.85;-102.66;-96.11;-94.03;-88.04;-94.53;-104.45;-116.53;-111.54;-113.69;-116.22;-123.76;-122.08;-126.39;-110.26;-116.41;-105.34;-99.27;-98.45;-90.59;-83.97;-91.12;-102.01;-101.69;-101.79;-112.78;-111.41;-120.24;-119.69;-108.26;-118.34;-109.12;-108.94;-109.61;-102.22;-97.74;-94.5;-90.53;-95.43;-103.51;-112.26;-106.68;-109.42;-115.16;-121.37;-123.94;-126.62;-108.59;-116.66;-113.16;-114.66;-107.65;-106.1;-99.21;-108.96;-117.01;-115.48;-111.18;-116.15;-109.81;-128.35;-119.69
58.2;-112.55;-118.33;-110.05;-126.66;-107.05;-101.29;-96.6;-91.97;-91.11;-95.93;-101.79;-112.34;-108.03;-110.12;-114.71;-119.3;-122.01;-120.07;-108.12;-114.21;-101.15;-96.71;-93.41;-87.97;-81.13;-89.1;-100.88;-100.84;-100.79;-112.01;-108.01;-131;-121.96;-106.54;-116.37;-107.93;-111.3;-107.25;-101.61;-96.18;-91.65;-88.89;-93.69;-102.28;-109.17;-103.46;-108.23;-111.69;-118.7;-115.36;-121.16;-107.34;-121.29;-109.05;-110.83;-106.15;-102.59;-97.95;-107.29;-113.16;-113.44;-109.81;-111.98;-108.89;-124.34;-114.83
58.3;-106.84;-109;-104.23;-113.6;-104.32;-94.6;-89.42;-84.34;-80.33;-89.75;-98.72;-109.14;-103.41;-107.28;-110.96;-115.57;-125.19;-115.47;-103.88;-106.41;-97.72;-91.98;-87.4;-81.5;-75.84;-83.36;-94.18;-96.48;-95.45;-106.84;-106.16;-113.38;-111.39;-101.1;-113;-100.71;-106.48;-101.86;-94.92;-91.17;-87.44;-83.52;-88.09;-95.87;-105.27;-97.49;-102.63;-108.45;-113.01;-118.6;-120.75;-101.84;-112.3;-107.37;-105.49;-100.75;-98.13;-93.37;-101.47;-109.85;-107.28;-104.33;-107.29;-103.12;-120.07;-107.1
58.4;-111.76;-114.89;-106.39;-113.92;-103.64;-100.27;-93.19;-87.7;-85.12;-90.39;-99.13;-117.32;-103.39;-107.73;-111.89;-124.17;-121.71;-116.26;-106.45;-108.03;-98.26;-91.81;-89.13;-84.94;-78.83;-85.87;-95.72;-97.5;-99.05;-106.64;-112.81;-114.23;-113.81;-106.35;-125.39;-103.88;-108.59;-103.18;-97.89;-93.28;-89.49;-84.84;-90.39;-97.9;-107.16;-101.65;-105.89;-110.7;-115.39;-115.18;-115.99;-105.88;-114.63;-108.1;-105.29;-102.28;-100.2;-95.04;-102.84;-111.89;-110.07;-108.5;-110.36;-113.14;-113.56;-108.35
58.5;-111.26;-115.01;-105.24;-110.96;-104.93;-97.44;-92.22;-87.96;-83.17;-89.94;-98.36;-109.86;-102.13;-106.43;-112.11;-117.26;-116.23;-110.9;-105.34;-110.73;-96.79;-92.58;-89.51;-82.48;-77.37;-84.8;-94.04;-98.78;-97.08;-106.43;-111.65;-108.32;-108.35;-104.98;-121.03;-101.44;-111.49;-100.48;-96.71;-91.51;-87.07;-83.22;-90.34;-97.82;-105.12;-99.82;-104.3;-107.85;-112.02;-117.24;-115.08;-103.28;-111.11;-104.99;-104.07;-102.78;-99.47;-93.21;-100.87;-111.01;-107.68;-107.98;-108.59;-116.39;-106.57;-105.4
58.6;-107.77;-113.27;-104.04;-105.41;-100.24;-93.61;-86.84;-81.94;-78.63;-84.81;-93.48;-104.45;-99.77;-101.57;-104.14;-130.27;-114.1;-111.58;-99.32;-104.09;-92.42;-86.01;-83.68;-76.46;-72.5;-79.74;-90;-93.12;-92.85;-101.03;-105.94;-103.3;-102.46;-99.08;-113.85;-97.08;-107.33;-96.96;-92.79;-88.64;-82.45;-79.62;-85.09;-92.22;-97.1;-94.57;-100.07;-100.98;-111.59;-108.76;-109.24;-99.02;-108.22;-99.85;-98.71;-96.44;-92.41;-88.3;-96.79;-103.34;-106.96;-101.38;-103.54;-110.58;-100.21;-100.61
